Year Month,State,Countym,Industry,Count
2014 January,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,17
2014 January,Arizona,"Maricopa County, AZ",[Total],17
2014 January,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,9
2014 January,Arizona,"Pima County, AZ",[Total],9
2014 January,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,6
2014 January,Arizona,"Pinal County, AZ",[Total],6
2014 January,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,1
2014 January,Arizona,"Yavapai County, AZ",[Total],1
2014 January,Arizona,"Yuma County, AZ",Casino/Card Club - Tribal Authorized Casino,1
2014 January,Arizona,"Yuma County, AZ",[Total],1
2014 January,Arizona,[Total],[Total],34
2014 January,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 January,California,"Amador County, CA",[Total],1
2014 January,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,3
2014 January,California,"Butte County, CA",[Total],3
2014 January,California,"Colusa County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 January,California,"Colusa County, CA",[Total],1
2014 January,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 January,California,"Contra Costa County, CA",[Total],1
2014 January,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 January,California,"El Dorado County, CA",[Total],1
2014 January,California,"Fresno County, CA",Casino/Card Club - Card Club,1
2014 January,California,"Fresno County, CA",[Total],1
2014 January,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,8
2014 January,California,"Humboldt County, CA",[Total],8
2014 January,California,"Imperial County, CA",Casino/Card Club - Tribal Authorized Casino,4
2014 January,California,"Imperial County, CA",[Total],4
2014 January,California,"Kings County, CA",Casino/Card Club - Tribal Authorized Casino,2
2014 January,California,"Kings County, CA",[Total],2
2014 January,California,"Los Angeles County, CA",Casino/Card Club - Card Club,82
2014 January,California,"Los Angeles County, CA",[Total],82
2014 January,California,"Madera County, CA",Casino/Card Club - Tribal Authorized Casino,4
2014 January,California,"Madera County, CA",[Total],4
2014 January,California,"Orange County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 January,California,"Orange County, CA",[Total],1
2014 January,California,"Riverside County, CA",Casino/Card Club - State Licensed Casino,3
2014 January,California,"Riverside County, CA",Casino/Card Club - Tribal Authorized Casino,5
2014 January,California,"Riverside County, CA",[Total],8
2014 January,California,"San Bernardino County, CA",Casino/Card Club - Tribal Authorized Casino,60
2014 January,California,"San Bernardino County, CA",[Total],60
2014 January,California,"San Diego County, CA",Casino/Card Club - Card Club,1
2014 January,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,14
2014 January,California,"San Diego County, CA",Casino/Card Club - Tribal Authorized Casino,14
2014 January,California,"San Diego County, CA",[Total],29
2014 January,California,"San Mateo County, CA",Casino/Card Club - Card Club,9
2014 January,California,"San Mateo County, CA",[Total],9
2014 January,California,"Santa Barbara County, CA",Casino/Card Club - Tribal Authorized Casino,5
2014 January,California,"Santa Barbara County, CA",[Total],5
2014 January,California,"Santa Clara County, CA",Casino/Card Club - Card Club,82
2014 January,California,"Santa Clara County, CA",[Total],82
2014 January,California,"Sonoma County, CA",Casino/Card Club - Card Club,1
2014 January,California,"Sonoma County, CA",Casino/Card Club - Tribal Authorized Casino,53
2014 January,California,"Sonoma County, CA",[Total],54
2014 January,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,6
2014 January,California,"Tuolumne County, CA",[Total],6
2014 January,California,"Yolo County, CA",Casino/Card Club - Tribal Authorized Casino,8
2014 January,California,"Yolo County, CA",[Total],8
2014 January,California,[Total],[Total],370
2014 January,Colorado,"Gilpin County, CO",Casino/Card Club - Card Club,1
2014 January,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,22
2014 January,Colorado,"Gilpin County, CO",[Total],23
2014 January,Colorado,[Total],[Total],23
2014 January,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,762
2014 January,Nevada,"Clark County, NV",[Total],762
2014 January,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,20
2014 January,Nevada,"Douglas County, NV",[Total],20
2014 January,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,18
2014 January,Nevada,"Washoe County, NV",[Total],18
2014 January,Nevada,[Total],[Total],800
2014 January,New Mexico,"Bernalillo County, NM",Casino/Card Club - Tribal Authorized Casino,17
2014 January,New Mexico,"Bernalillo County, NM",[Total],17
2014 January,New Mexico,"Sandoval County, NM",Casino/Card Club - Tribal Authorized Casino,1
2014 January,New Mexico,"Sandoval County, NM",[Total],1
2014 January,New Mexico,"Santa Fe County, NM",Casino/Card Club - Tribal Authorized Casino,1
2014 January,New Mexico,"Santa Fe County, NM",[Total],1
2014 January,New Mexico,"Taos County, NM",Casino/Card Club - Tribal Authorized Casino,7
2014 January,New Mexico,"Taos County, NM",[Total],7
2014 January,New Mexico,[Total],[Total],26
2014 January,[Total],[Total],[Total],"1,253"
2014 February,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,13
2014 February,Arizona,"Maricopa County, AZ",[Total],13
2014 February,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,6
2014 February,Arizona,"Pima County, AZ",[Total],6
2014 February,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,12
2014 February,Arizona,"Pinal County, AZ",[Total],12
2014 February,Arizona,[Total],[Total],31
2014 February,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 February,California,"Amador County, CA",[Total],1
2014 February,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 February,California,"Butte County, CA",[Total],1
2014 February,California,"Contra Costa County, CA",Casino/Card Club - Card Club,2
2014 February,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,4
2014 February,California,"Contra Costa County, CA",[Total],6
2014 February,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 February,California,"Humboldt County, CA",[Total],1
2014 February,California,"Imperial County, CA",Casino/Card Club - Tribal Authorized Casino,2
2014 February,California,"Imperial County, CA",[Total],2
2014 February,California,"Kern County, CA",Casino/Card Club - Card Club,1
2014 February,California,"Kern County, CA",[Total],1
2014 February,California,"Los Angeles County, CA",Casino/Card Club - Card Club,111
2014 February,California,"Los Angeles County, CA",Casino/Card Club - State Licensed Casino,1
2014 February,California,"Los Angeles County, CA",[Total],112
2014 February,California,"Placer County, CA",Casino/Card Club - Tribal Authorized Casino,3
2014 February,California,"Placer County, CA",[Total],3
2014 February,California,"Riverside County, CA",Casino/Card Club - State Licensed Casino,1
2014 February,California,"Riverside County, CA",Casino/Card Club - Tribal Authorized Casino,5
2014 February,California,"Riverside County, CA",[Total],6
2014 February,California,"San Bernardino County, CA",Casino/Card Club - Tribal Authorized Casino,50
2014 February,California,"San Bernardino County, CA",[Total],50
2014 February,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,11
2014 February,California,"San Diego County, CA",Casino/Card Club - Tribal Authorized Casino,7
2014 February,California,"San Diego County, CA",[Total],18
2014 February,California,"San Mateo County, CA",Casino/Card Club - Card Club,6
2014 February,California,"San Mateo County, CA",[Total],6
2014 February,California,"Santa Barbara County, CA",Casino/Card Club - Tribal Authorized Casino,6
2014 February,California,"Santa Barbara County, CA",[Total],6
2014 February,California,"Santa Clara County, CA",Casino/Card Club - Card Club,24
2014 February,California,"Santa Clara County, CA",[Total],24
2014 February,California,"Shasta County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 February,California,"Shasta County, CA",[Total],1
2014 February,California,"Sonoma County, CA",Casino/Card Club - Tribal Authorized Casino,16
2014 February,California,"Sonoma County, CA",[Total],16
2014 February,California,"Tehama County, CA",Casino/Card Club - Tribal Authorized Casino,5
2014 February,California,"Tehama County, CA",[Total],5
2014 February,California,"Tulare County, CA",Casino/Card Club - Tribal Authorized Casino,3
2014 February,California,"Tulare County, CA",[Total],3
2014 February,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,3
2014 February,California,"Tuolumne County, CA",[Total],3
2014 February,California,"Ventura County, CA",Casino/Card Club - Card Club,1
2014 February,California,"Ventura County, CA",Casino/Card Club - State Licensed Casino,1
2014 February,California,"Ventura County, CA",[Total],2
2014 February,California,"Yolo County, CA",Casino/Card Club - Tribal Authorized Casino,5
2014 February,California,"Yolo County, CA",[Total],5
2014 February,California,[Total],[Total],272
2014 February,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,12
2014 February,Colorado,"Gilpin County, CO",[Total],12
2014 February,Colorado,"La Plata County, CO",Casino/Card Club - Tribal Authorized Casino,1
2014 February,Colorado,"La Plata County, CO",[Total],1
2014 February,Colorado,[Total],[Total],13
2014 February,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,699
2014 February,Nevada,"Clark County, NV",[Total],699
2014 February,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,17
2014 February,Nevada,"Douglas County, NV",[Total],17
2014 February,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,1
2014 February,Nevada,"Elko County, NV",[Total],1
2014 February,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,23
2014 February,Nevada,"Washoe County, NV",[Total],23
2014 February,Nevada,[Total],[Total],740
2014 February,New Mexico,"Bernalillo County, NM",Casino/Card Club - Tribal Authorized Casino,25
2014 February,New Mexico,"Bernalillo County, NM",[Total],25
2014 February,New Mexico,"Otero County, NM",Casino/Card Club - Tribal Authorized Casino,2
2014 February,New Mexico,"Otero County, NM",[Total],2
2014 February,New Mexico,"San Juan County, NM",Casino/Card Club - Tribal Authorized Casino,1
2014 February,New Mexico,"San Juan County, NM",[Total],1
2014 February,New Mexico,"Sandoval County, NM",Casino/Card Club - Tribal Authorized Casino,3
2014 February,New Mexico,"Sandoval County, NM",[Total],3
2014 February,New Mexico,[Total],[Total],31
2014 February,[Total],[Total],[Total],"1,087"
2014 March,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,8
2014 March,Arizona,"Maricopa County, AZ",[Total],8
2014 March,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,2
2014 March,Arizona,"Pima County, AZ",[Total],2
2014 March,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,3
2014 March,Arizona,"Pinal County, AZ",[Total],3
2014 March,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,1
2014 March,Arizona,"Yavapai County, AZ",[Total],1
2014 March,Arizona,[Total],[Total],14
2014 March,California,"Alameda County, CA",Casino/Card Club - Card Club,1
2014 March,California,"Alameda County, CA",[Total],1
2014 March,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 March,California,"Amador County, CA",[Total],1
2014 March,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,3
2014 March,California,"Butte County, CA",[Total],3
2014 March,California,"Colusa County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 March,California,"Colusa County, CA",[Total],1
2014 March,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,4
2014 March,California,"El Dorado County, CA",[Total],4
2014 March,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,5
2014 March,California,"Humboldt County, CA",[Total],5
2014 March,California,"Imperial County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 March,California,"Imperial County, CA",[Total],1
2014 March,California,"Los Angeles County, CA",Casino/Card Club - Card Club,141
2014 March,California,"Los Angeles County, CA",[Total],141
2014 March,California,"Madera County, CA",Casino/Card Club - Tribal Authorized Casino,5
2014 March,California,"Madera County, CA",[Total],5
2014 March,California,"Napa County, CA",Casino/Card Club - Card Club,1
2014 March,California,"Napa County, CA",[Total],1
2014 March,California,"Placer County, CA",Casino/Card Club - Tribal Authorized Casino,4
2014 March,California,"Placer County, CA",[Total],4
2014 March,California,"Riverside County, CA",Casino/Card Club - State Licensed Casino,2
2014 March,California,"Riverside County, CA",Casino/Card Club - Tribal Authorized Casino,4
2014 March,California,"Riverside County, CA",[Total],6
2014 March,California,"San Bernardino County, CA",Casino/Card Club - Tribal Authorized Casino,45
2014 March,California,"San Bernardino County, CA",[Total],45
2014 March,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,6
2014 March,California,"San Diego County, CA",Casino/Card Club - Tribal Authorized Casino,9
2014 March,California,"San Diego County, CA",[Total],15
2014 March,California,"San Mateo County, CA",Casino/Card Club - Card Club,4
2014 March,California,"San Mateo County, CA",[Total],4
2014 March,California,"Santa Barbara County, CA",Casino/Card Club - Tribal Authorized Casino,8
2014 March,California,"Santa Barbara County, CA",[Total],8
2014 March,California,"Shasta County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 March,California,"Shasta County, CA",[Total],1
2014 March,California,"Sonoma County, CA",Casino/Card Club - Tribal Authorized Casino,41
2014 March,California,"Sonoma County, CA",[Total],41
2014 March,California,"Tehama County, CA",Casino/Card Club - Tribal Authorized Casino,3
2014 March,California,"Tehama County, CA",[Total],3
2014 March,California,"Tulare County, CA",Casino/Card Club - Tribal Authorized Casino,3
2014 March,California,"Tulare County, CA",[Total],3
2014 March,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,3
2014 March,California,"Tuolumne County, CA",[Total],3
2014 March,California,"Ventura County, CA",Casino/Card Club - Card Club,1
2014 March,California,"Ventura County, CA",[Total],1
2014 March,California,"Yolo County, CA",Casino/Card Club - Tribal Authorized Casino,6
2014 March,California,"Yolo County, CA",[Total],6
2014 March,California,[Total],[Total],303
2014 March,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,14
2014 March,Colorado,"Gilpin County, CO",[Total],14
2014 March,Colorado,[Total],[Total],14
2014 March,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,623
2014 March,Nevada,"Clark County, NV",[Total],623
2014 March,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,29
2014 March,Nevada,"Douglas County, NV",[Total],29
2014 March,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,4
2014 March,Nevada,"Elko County, NV",[Total],4
2014 March,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,14
2014 March,Nevada,"Washoe County, NV",[Total],14
2014 March,Nevada,[Total],[Total],670
2014 March,New Mexico,"Bernalillo County, NM",Casino/Card Club - Tribal Authorized Casino,18
2014 March,New Mexico,"Bernalillo County, NM",[Total],18
2014 March,New Mexico,"Rio Arriba County, NM",Casino/Card Club - Tribal Authorized Casino,2
2014 March,New Mexico,"Rio Arriba County, NM",[Total],2
2014 March,New Mexico,"Sandoval County, NM",Casino/Card Club - Tribal Authorized Casino,2
2014 March,New Mexico,"Sandoval County, NM",[Total],2
2014 March,New Mexico,"Taos County, NM",Casino/Card Club - Tribal Authorized Casino,3
2014 March,New Mexico,"Taos County, NM",[Total],3
2014 March,New Mexico,[Total],[Total],25
2014 March,[Total],[Total],[Total],"1,026"
2014 April,Arizona,"Coconino County, AZ",Casino/Card Club - Tribal Authorized Casino,1
2014 April,Arizona,"Coconino County, AZ",[Total],1
2014 April,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,13
2014 April,Arizona,"Maricopa County, AZ",[Total],13
2014 April,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,4
2014 April,Arizona,"Pima County, AZ",[Total],4
2014 April,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,2
2014 April,Arizona,"Pinal County, AZ",[Total],2
2014 April,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,1
2014 April,Arizona,"Yavapai County, AZ",[Total],1
2014 April,Arizona,"Yuma County, AZ",Casino/Card Club - Tribal Authorized Casino,2
2014 April,Arizona,"Yuma County, AZ",[Total],2
2014 April,Arizona,[Total],[Total],23
2014 April,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 April,California,"Amador County, CA",[Total],1
2014 April,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,3
2014 April,California,"Butte County, CA",[Total],3
2014 April,California,"Contra Costa County, CA",Casino/Card Club - Card Club,4
2014 April,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,3
2014 April,California,"Contra Costa County, CA",[Total],7
2014 April,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 April,California,"El Dorado County, CA",[Total],1
2014 April,California,"Imperial County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 April,California,"Imperial County, CA",[Total],1
2014 April,California,"Los Angeles County, CA",Casino/Card Club - Card Club,142
2014 April,California,"Los Angeles County, CA",[Total],142
2014 April,California,"Madera County, CA",Casino/Card Club - Tribal Authorized Casino,3
2014 April,California,"Madera County, CA",[Total],3
2014 April,California,"Placer County, CA",Casino/Card Club - Tribal Authorized Casino,2
2014 April,California,"Placer County, CA",[Total],2
2014 April,California,"Riverside County, CA",Casino/Card Club - Tribal Authorized Casino,7
2014 April,California,"Riverside County, CA",[Total],7
2014 April,California,"San Bernardino County, CA",Casino/Card Club - Tribal Authorized Casino,38
2014 April,California,"San Bernardino County, CA",[Total],38
2014 April,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,1
2014 April,California,"San Diego County, CA",Casino/Card Club - Tribal Authorized Casino,13
2014 April,California,"San Diego County, CA",[Total],14
2014 April,California,"San Mateo County, CA",Casino/Card Club - Card Club,4
2014 April,California,"San Mateo County, CA",[Total],4
2014 April,California,"Santa Barbara County, CA",Casino/Card Club - Tribal Authorized Casino,8
2014 April,California,"Santa Barbara County, CA",[Total],8
2014 April,California,"Santa Clara County, CA",Casino/Card Club - Card Club,2
2014 April,California,"Santa Clara County, CA",[Total],2
2014 April,California,"Sonoma County, CA",Casino/Card Club - Tribal Authorized Casino,27
2014 April,California,"Sonoma County, CA",[Total],27
2014 April,California,"Tulare County, CA",Casino/Card Club - Tribal Authorized Casino,5
2014 April,California,"Tulare County, CA",[Total],5
2014 April,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,3
2014 April,California,"Tuolumne County, CA",[Total],3
2014 April,California,"Yolo County, CA",Casino/Card Club - Tribal Authorized Casino,14
2014 April,California,"Yolo County, CA",[Total],14
2014 April,California,[Total],[Total],282
2014 April,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,20
2014 April,Colorado,"Gilpin County, CO",[Total],20
2014 April,Colorado,[Total],[Total],20
2014 April,Nevada,"Clark County, NV",Casino/Card Club - Other Casino/Card Club,6
2014 April,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,742
2014 April,Nevada,"Clark County, NV",[Total],748
2014 April,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,30
2014 April,Nevada,"Douglas County, NV",[Total],30
2014 April,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,20
2014 April,Nevada,"Washoe County, NV",[Total],20
2014 April,Nevada,[Total],[Total],798
2014 April,New Mexico,"Bernalillo County, NM",Casino/Card Club - Tribal Authorized Casino,6
2014 April,New Mexico,"Bernalillo County, NM",[Total],6
2014 April,New Mexico,"Cibola County, NM",Casino/Card Club - Tribal Authorized Casino,1
2014 April,New Mexico,"Cibola County, NM",[Total],1
2014 April,New Mexico,"Rio Arriba County, NM",Casino/Card Club - Tribal Authorized Casino,1
2014 April,New Mexico,"Rio Arriba County, NM",[Total],1
2014 April,New Mexico,"Sandoval County, NM",Casino/Card Club - Tribal Authorized Casino,1
2014 April,New Mexico,"Sandoval County, NM",[Total],1
2014 April,New Mexico,"Taos County, NM",Casino/Card Club - Tribal Authorized Casino,1
2014 April,New Mexico,"Taos County, NM",[Total],1
2014 April,New Mexico,[Total],[Total],10
2014 April,[Total],[Total],[Total],"1,133"
2014 May,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,15
2014 May,Arizona,"Maricopa County, AZ",[Total],15
2014 May,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,3
2014 May,Arizona,"Pima County, AZ",[Total],3
2014 May,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,4
2014 May,Arizona,"Pinal County, AZ",[Total],4
2014 May,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,1
2014 May,Arizona,"Yavapai County, AZ",[Total],1
2014 May,Arizona,[Total],[Total],23
2014 May,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 May,California,"Amador County, CA",[Total],1
2014 May,California,"Contra Costa County, CA",Casino/Card Club - Card Club,1
2014 May,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,4
2014 May,California,"Contra Costa County, CA",[Total],5
2014 May,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 May,California,"El Dorado County, CA",[Total],1
2014 May,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,17
2014 May,California,"Humboldt County, CA",[Total],17
2014 May,California,"Imperial County, CA",Casino/Card Club - Tribal Authorized Casino,3
2014 May,California,"Imperial County, CA",[Total],3
2014 May,California,"Kings County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 May,California,"Kings County, CA",[Total],1
2014 May,California,"Lake County, CA",Casino/Card Club - Tribal Authorized Casino,2
2014 May,California,"Lake County, CA",[Total],2
2014 May,California,"Los Angeles County, CA",Casino/Card Club - Card Club,149
2014 May,California,"Los Angeles County, CA",[Total],149
2014 May,California,"Madera County, CA",Casino/Card Club - Tribal Authorized Casino,2
2014 May,California,"Madera County, CA",[Total],2
2014 May,California,"Placer County, CA",Casino/Card Club - Tribal Authorized Casino,6
2014 May,California,"Placer County, CA",[Total],6
2014 May,California,"Riverside County, CA",Casino/Card Club - Tribal Authorized Casino,12
2014 May,California,"Riverside County, CA",[Total],12
2014 May,California,"San Bernardino County, CA",Casino/Card Club - Tribal Authorized Casino,47
2014 May,California,"San Bernardino County, CA",[Total],47
2014 May,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,8
2014 May,California,"San Diego County, CA",Casino/Card Club - Tribal Authorized Casino,21
2014 May,California,"San Diego County, CA",[Total],29
2014 May,California,"San Mateo County, CA",Casino/Card Club - Card Club,5
2014 May,California,"San Mateo County, CA",[Total],5
2014 May,California,"Santa Barbara County, CA",Casino/Card Club - Tribal Authorized Casino,4
2014 May,California,"Santa Barbara County, CA",[Total],4
2014 May,California,"Santa Clara County, CA",Casino/Card Club - Card Club,3
2014 May,California,"Santa Clara County, CA",[Total],3
2014 May,California,"Sonoma County, CA",Casino/Card Club - Tribal Authorized Casino,17
2014 May,California,"Sonoma County, CA",[Total],17
2014 May,California,"Tehama County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 May,California,"Tehama County, CA",[Total],1
2014 May,California,"Tulare County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 May,California,"Tulare County, CA",[Total],1
2014 May,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,1
2014 May,California,"Tuolumne County, CA",[Total],1
2014 May,California,"Yolo County, CA",Casino/Card Club - Tribal Authorized Casino,10
2014 May,California,"Yolo County, CA",[Total],10
2014 May,California,[Total],[Total],317
2014 May,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,9
2014 May,Colorado,"Gilpin County, CO",[Total],9
2014 May,Colorado,[Total],[Total],9
2014 May,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,600
2014 May,Nevada,"Clark County, NV",[Total],600
2014 May,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,30
2014 May,Nevada,"Douglas County, NV",[Total],30
2014 May,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,8
2014 May,Nevada,"Washoe County, NV",[Total],8
2014 May,Nevada,[Total],[Total],638
2014 May,New Mexico,"Bernalillo County, NM",Casino/Card Club - Tribal Authorized Casino,5
2014 May,New Mexico,"Bernalillo County, NM",[Total],5
2014 May,New Mexico,"Cibola County, NM",Casino/Card Club - Tribal Authorized Casino,2
2014 May,New Mexico,"Cibola County, NM",[Total],2
2014 May,New Mexico,"Otero County, NM",Casino/Card Club - Tribal Authorized Casino,4
2014 May,New Mexico,"Otero County, NM",[Total],4
2014 May,New Mexico,"Sandoval County, NM",Casino/Card Club - Tribal Authorized Casino,1
2014 May,New Mexico,"Sandoval County, NM",[Total],1
2014 May,New Mexico,[Total],[Total],12
2014 May,[Total],[Total],[Total],999
2014 June,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,8
2014 June,Arizona,"Maricopa County, AZ",[Total],8
2014 June,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,2
2014 June,Arizona,"Pima County, AZ",[Total],2
2014 June,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,2
2014 June,Arizona,"Pinal County, AZ",[Total],2
2014 June,Arizona,[Total],[Total],12
2014 June,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,2
2014 June,California,"Amador County, CA",[Total],2
2014 June,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 June,California,"Butte County, CA",[Total],1
2014 June,California,"Colusa County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 June,California,"Colusa County, CA",[Total],1
2014 June,California,"Contra Costa County, CA",Casino/Card Club - Card Club,3
2014 June,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 June,California,"Contra Costa County, CA",[Total],4
2014 June,California,"Del Norte County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 June,California,"Del Norte County, CA",[Total],1
2014 June,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,2
2014 June,California,"El Dorado County, CA",[Total],2
2014 June,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,4
2014 June,California,"Humboldt County, CA",[Total],4
2014 June,California,"Imperial County, CA",Casino/Card Club - Tribal Authorized Casino,4
2014 June,California,"Imperial County, CA",[Total],4
2014 June,California,"Los Angeles County, CA",Casino/Card Club - Card Club,104
2014 June,California,"Los Angeles County, CA",[Total],104
2014 June,California,"Madera County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 June,California,"Madera County, CA",[Total],1
2014 June,California,"Placer County, CA",Casino/Card Club - Tribal Authorized Casino,3
2014 June,California,"Placer County, CA",[Total],3
2014 June,California,"Riverside County, CA",Casino/Card Club - Tribal Authorized Casino,11
2014 June,California,"Riverside County, CA",[Total],11
2014 June,California,"Sacramento County, CA",Casino/Card Club - Card Club,1
2014 June,California,"Sacramento County, CA",[Total],1
2014 June,California,"San Bernardino County, CA",Casino/Card Club - Tribal Authorized Casino,43
2014 June,California,"San Bernardino County, CA",[Total],43
2014 June,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,2
2014 June,California,"San Diego County, CA",Casino/Card Club - Tribal Authorized Casino,6
2014 June,California,"San Diego County, CA",[Total],8
2014 June,California,"San Mateo County, CA",Casino/Card Club - Card Club,11
2014 June,California,"San Mateo County, CA",[Total],11
2014 June,California,"Santa Barbara County, CA",Casino/Card Club - Tribal Authorized Casino,8
2014 June,California,"Santa Barbara County, CA",[Total],8
2014 June,California,"Santa Clara County, CA",Casino/Card Club - Card Club,6
2014 June,California,"Santa Clara County, CA",[Total],6
2014 June,California,"Sonoma County, CA",Casino/Card Club - Tribal Authorized Casino,17
2014 June,California,"Sonoma County, CA",[Total],17
2014 June,California,"Tehama County, CA",Casino/Card Club - Tribal Authorized Casino,1
2014 June,California,"Tehama County, CA",[Total],1
2014 June,California,"Tulare County, CA",Casino/Card Club - Tribal Authorized Casino,2
2014 June,California,"Tulare County, CA",[Total],2
