Year Month,State,Countym,Industry,Count
2015 October,California,"Tuolumne County, CA",[Total],3
2015 October,California,"Ventura County, CA",Casino/Card Club - Card Club,2
2015 October,California,"Ventura County, CA",[Total],2
2015 October,California,"Yolo County, CA",Casino/Card Club - Tribal Authorized Casino,3
2015 October,California,"Yolo County, CA",[Total],3
2015 October,California,[Total],[Total],538
2015 October,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,43
2015 October,Colorado,"Gilpin County, CO",[Total],43
2015 October,Colorado,[Total],[Total],43
2015 October,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,931
2015 October,Nevada,"Clark County, NV",[Total],931
2015 October,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,16
2015 October,Nevada,"Douglas County, NV",[Total],16
2015 October,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,4
2015 October,Nevada,"Elko County, NV",[Total],4
2015 October,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,22
2015 October,Nevada,"Washoe County, NV",[Total],22
2015 October,Nevada,[Total],[Total],973
2015 October,New Mexico,"Bernalillo County, NM",Casino/Card Club - Tribal Authorized Casino,14
2015 October,New Mexico,"Bernalillo County, NM",[Total],14
2015 October,New Mexico,"DoÃ±a Ana County, NM",Casino/Card Club - State Licensed Casino,4
2015 October,New Mexico,"DoÃ±a Ana County, NM",[Total],4
2015 October,New Mexico,"Rio Arriba County, NM",Casino/Card Club - Tribal Authorized Casino,2
2015 October,New Mexico,"Rio Arriba County, NM",[Total],2
2015 October,New Mexico,"Santa Fe County, NM",Casino/Card Club - Tribal Authorized Casino,2
2015 October,New Mexico,"Santa Fe County, NM",[Total],2
2015 October,New Mexico,[Total],[Total],22
2015 October,[Total],[Total],[Total],"1,604"
2015 November,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,10
2015 November,Arizona,"Maricopa County, AZ",[Total],10
2015 November,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,3
2015 November,Arizona,"Pima County, AZ",[Total],3
2015 November,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,4
2015 November,Arizona,"Pinal County, AZ",[Total],4
2015 November,Arizona,[Total],[Total],17
2015 November,California,"Alameda County, CA",Casino/Card Club - Card Club,1
2015 November,California,"Alameda County, CA",[Total],1
2015 November,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,1
2015 November,California,"Amador County, CA",[Total],1
2015 November,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,2
2015 November,California,"Butte County, CA",[Total],2
2015 November,California,"Contra Costa County, CA",Casino/Card Club - Card Club,10
2015 November,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,5
2015 November,California,"Contra Costa County, CA",[Total],15
2015 November,California,"Del Norte County, CA",Casino/Card Club - Tribal Authorized Casino,1
2015 November,California,"Del Norte County, CA",[Total],1
2015 November,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,1
2015 November,California,"El Dorado County, CA",[Total],1
2015 November,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,28
2015 November,California,"Humboldt County, CA",[Total],28
2015 November,California,"Kings County, CA",Casino/Card Club - Tribal Authorized Casino,2
2015 November,California,"Kings County, CA",[Total],2
2015 November,California,"Los Angeles County, CA",Casino/Card Club - Card Club,84
2015 November,California,"Los Angeles County, CA",[Total],84
2015 November,California,"Madera County, CA",Casino/Card Club - Tribal Authorized Casino,12
2015 November,California,"Madera County, CA",[Total],12
2015 November,California,"Napa County, CA",Casino/Card Club - Card Club,1
2015 November,California,"Napa County, CA",[Total],1
2015 November,California,"Placer County, CA",Casino/Card Club - Tribal Authorized Casino,7
2015 November,California,"Placer County, CA",[Total],7
2015 November,California,"Riverside County, CA",Casino/Card Club - Tribal Authorized Casino,33
2015 November,California,"Riverside County, CA",[Total],33
2015 November,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,3
2015 November,California,"Sacramento County, CA",[Total],3
2015 November,California,"San Bernardino County, CA",Casino/Card Club - Tribal Authorized Casino,71
2015 November,California,"San Bernardino County, CA",[Total],71
2015 November,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,59
2015 November,California,"San Diego County, CA",Casino/Card Club - Tribal Authorized Casino,22
2015 November,California,"San Diego County, CA",[Total],81
2015 November,California,"San Mateo County, CA",Casino/Card Club - Card Club,5
2015 November,California,"San Mateo County, CA",[Total],5
2015 November,California,"Santa Barbara County, CA",Casino/Card Club - Tribal Authorized Casino,6
2015 November,California,"Santa Barbara County, CA",[Total],6
2015 November,California,"Santa Clara County, CA",Casino/Card Club - Card Club,16
2015 November,California,"Santa Clara County, CA",[Total],16
2015 November,California,"Sonoma County, CA",Casino/Card Club - Tribal Authorized Casino,25
2015 November,California,"Sonoma County, CA",[Total],25
2015 November,California,"Tehama County, CA",Casino/Card Club - Tribal Authorized Casino,2
2015 November,California,"Tehama County, CA",[Total],2
2015 November,California,"Tulare County, CA",Casino/Card Club - Tribal Authorized Casino,10
2015 November,California,"Tulare County, CA",[Total],10
2015 November,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,2
2015 November,California,"Tuolumne County, CA",[Total],2
2015 November,California,"Ventura County, CA",Casino/Card Club - Card Club,1
2015 November,California,"Ventura County, CA",[Total],1
2015 November,California,"Yolo County, CA",Casino/Card Club - Tribal Authorized Casino,7
2015 November,California,"Yolo County, CA",[Total],7
2015 November,California,[Total],[Total],417
2015 November,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,90
2015 November,Colorado,"Gilpin County, CO",[Total],90
2015 November,Colorado,[Total],[Total],90
2015 November,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,749
2015 November,Nevada,"Clark County, NV",[Total],749
2015 November,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,23
2015 November,Nevada,"Douglas County, NV",[Total],23
2015 November,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,3
2015 November,Nevada,"Elko County, NV",[Total],3
2015 November,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,17
2015 November,Nevada,"Washoe County, NV",[Total],17
2015 November,Nevada,[Total],[Total],792
2015 November,New Mexico,"Bernalillo County, NM",Casino/Card Club - Tribal Authorized Casino,15
2015 November,New Mexico,"Bernalillo County, NM",[Total],15
2015 November,New Mexico,"Cibola County, NM",Casino/Card Club - Tribal Authorized Casino,1
2015 November,New Mexico,"Cibola County, NM",[Total],1
2015 November,New Mexico,"DoÃ±a Ana County, NM",Casino/Card Club - State Licensed Casino,3
2015 November,New Mexico,"DoÃ±a Ana County, NM",[Total],3
2015 November,New Mexico,"Lea County, NM",Casino/Card Club - State Licensed Casino,1
2015 November,New Mexico,"Lea County, NM",[Total],1
2015 November,New Mexico,[Total],[Total],20
2015 November,[Total],[Total],[Total],"1,336"
2015 December,Arizona,"Gila County, AZ",Casino/Card Club - Tribal Authorized Casino,1
2015 December,Arizona,"Gila County, AZ",[Total],1
2015 December,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,8
2015 December,Arizona,"Maricopa County, AZ",[Total],8
2015 December,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,4
2015 December,Arizona,"Pima County, AZ",[Total],4
2015 December,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,7
2015 December,Arizona,"Pinal County, AZ",[Total],7
2015 December,Arizona,"Yavapai County, AZ",Casino/Card Club - Tribal Authorized Casino,2
2015 December,Arizona,"Yavapai County, AZ",[Total],2
2015 December,Arizona,[Total],[Total],22
2015 December,California,"Alameda County, CA",Casino/Card Club - Card Club,1
2015 December,California,"Alameda County, CA",[Total],1
2015 December,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,6
2015 December,California,"Butte County, CA",[Total],6
2015 December,California,"Contra Costa County, CA",Casino/Card Club - Card Club,8
2015 December,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,36
2015 December,California,"Contra Costa County, CA",[Total],44
2015 December,California,"Del Norte County, CA",Casino/Card Club - Tribal Authorized Casino,3
2015 December,California,"Del Norte County, CA",[Total],3
2015 December,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,4
2015 December,California,"El Dorado County, CA",[Total],4
2015 December,California,"Fresno County, CA",Casino/Card Club - Card Club,1
2015 December,California,"Fresno County, CA",[Total],1
2015 December,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,31
2015 December,California,"Humboldt County, CA",[Total],31
2015 December,California,"Kings County, CA",Casino/Card Club - Tribal Authorized Casino,3
2015 December,California,"Kings County, CA",[Total],3
2015 December,California,"Lassen County, CA",Casino/Card Club - Tribal Authorized Casino,1
2015 December,California,"Lassen County, CA",[Total],1
2015 December,California,"Los Angeles County, CA",Casino/Card Club - Card Club,126
2015 December,California,"Los Angeles County, CA",[Total],126
2015 December,California,"Madera County, CA",Casino/Card Club - Tribal Authorized Casino,12
2015 December,California,"Madera County, CA",[Total],12
2015 December,California,"Napa County, CA",Casino/Card Club - Card Club,1
2015 December,California,"Napa County, CA",[Total],1
2015 December,California,"Placer County, CA",Casino/Card Club - Tribal Authorized Casino,6
2015 December,California,"Placer County, CA",[Total],6
2015 December,California,"Riverside County, CA",Casino/Card Club - Tribal Authorized Casino,20
2015 December,California,"Riverside County, CA",[Total],20
2015 December,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,13
2015 December,California,"Sacramento County, CA",[Total],13
2015 December,California,"San Bernardino County, CA",Casino/Card Club - Tribal Authorized Casino,66
2015 December,California,"San Bernardino County, CA",[Total],66
2015 December,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,59
2015 December,California,"San Diego County, CA",Casino/Card Club - Tribal Authorized Casino,21
2015 December,California,"San Diego County, CA",[Total],80
2015 December,California,"San Mateo County, CA",Casino/Card Club - Card Club,8
2015 December,California,"San Mateo County, CA",[Total],8
2015 December,California,"Santa Barbara County, CA",Casino/Card Club - Tribal Authorized Casino,2
2015 December,California,"Santa Barbara County, CA",[Total],2
2015 December,California,"Santa Clara County, CA",Casino/Card Club - Card Club,17
2015 December,California,"Santa Clara County, CA",[Total],17
2015 December,California,"Sonoma County, CA",Casino/Card Club - Card Club,1
2015 December,California,"Sonoma County, CA",Casino/Card Club - Tribal Authorized Casino,23
2015 December,California,"Sonoma County, CA",[Total],24
2015 December,California,"Tehama County, CA",Casino/Card Club - Tribal Authorized Casino,5
2015 December,California,"Tehama County, CA",[Total],5
2015 December,California,"Tulare County, CA",Casino/Card Club - Tribal Authorized Casino,7
2015 December,California,"Tulare County, CA",[Total],7
2015 December,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,2
2015 December,California,"Tuolumne County, CA",[Total],2
2015 December,California,"Yolo County, CA",Casino/Card Club - Tribal Authorized Casino,4
2015 December,California,"Yolo County, CA",[Total],4
2015 December,California,[Total],[Total],487
2015 December,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,28
2015 December,Colorado,"Gilpin County, CO",[Total],28
2015 December,Colorado,[Total],[Total],28
2015 December,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,932
2015 December,Nevada,"Clark County, NV",[Total],932
2015 December,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,39
2015 December,Nevada,"Douglas County, NV",[Total],39
2015 December,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,2
2015 December,Nevada,"Elko County, NV",[Total],2
2015 December,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,28
2015 December,Nevada,"Washoe County, NV",[Total],28
2015 December,Nevada,[Total],[Total],"1,001"
2015 December,New Mexico,"Bernalillo County, NM",Casino/Card Club - Tribal Authorized Casino,20
2015 December,New Mexico,"Bernalillo County, NM",[Total],20
2015 December,New Mexico,"Lea County, NM",Casino/Card Club - State Licensed Casino,1
2015 December,New Mexico,"Lea County, NM",[Total],1
2015 December,New Mexico,[Total],[Total],21
2015 December,[Total],[Total],[Total],"1,559"
2015 [Total],[Total],[Total],[Total],"17,280"
2016 January,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,8
2016 January,Arizona,"Maricopa County, AZ",[Total],8
2016 January,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,2
2016 January,Arizona,"Pima County, AZ",[Total],2
2016 January,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,3
2016 January,Arizona,"Pinal County, AZ",[Total],3
2016 January,Arizona,"Yavapai County, AZ",Casino/Card Club - Tribal Authorized Casino,1
2016 January,Arizona,"Yavapai County, AZ",[Total],1
2016 January,Arizona,"Yuma County, AZ",Casino/Card Club - Tribal Authorized Casino,1
2016 January,Arizona,"Yuma County, AZ",[Total],1
2016 January,Arizona,[Total],[Total],15
2016 January,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,11
2016 January,California,"Butte County, CA",[Total],11
2016 January,California,"Colusa County, CA",Casino/Card Club - Tribal Authorized Casino,1
2016 January,California,"Colusa County, CA",[Total],1
2016 January,California,"Contra Costa County, CA",Casino/Card Club - Card Club,16
2016 January,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,13
2016 January,California,"Contra Costa County, CA",[Total],29
2016 January,California,"Del Norte County, CA",Casino/Card Club - Tribal Authorized Casino,1
2016 January,California,"Del Norte County, CA",[Total],1
2016 January,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,1
2016 January,California,"El Dorado County, CA",[Total],1
2016 January,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,9
2016 January,California,"Humboldt County, CA",[Total],9
2016 January,California,"Kern County, CA",Casino/Card Club - Card Club,2
2016 January,California,"Kern County, CA",[Total],2
2016 January,California,"Kings County, CA",Casino/Card Club - Tribal Authorized Casino,2
2016 January,California,"Kings County, CA",[Total],2
2016 January,California,"Lake County, CA",Casino/Card Club - Tribal Authorized Casino,3
2016 January,California,"Lake County, CA",[Total],3
2016 January,California,"Los Angeles County, CA",Casino/Card Club - Card Club,125
2016 January,California,"Los Angeles County, CA",[Total],125
2016 January,California,"Madera County, CA",Casino/Card Club - Tribal Authorized Casino,15
2016 January,California,"Madera County, CA",[Total],15
2016 January,California,"Placer County, CA",Casino/Card Club - Tribal Authorized Casino,13
2016 January,California,"Placer County, CA",[Total],13
2016 January,California,"Riverside County, CA",Casino/Card Club - Tribal Authorized Casino,22
2016 January,California,"Riverside County, CA",[Total],22
2016 January,California,"San Bernardino County, CA",Casino/Card Club - Tribal Authorized Casino,59
2016 January,California,"San Bernardino County, CA",[Total],59
2016 January,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,56
2016 January,California,"San Diego County, CA",Casino/Card Club - Tribal Authorized Casino,8
2016 January,California,"San Diego County, CA",[Total],64
2016 January,California,"San Mateo County, CA",Casino/Card Club - Card Club,1
2016 January,California,"San Mateo County, CA",[Total],1
2016 January,California,"Santa Barbara County, CA",Casino/Card Club - Tribal Authorized Casino,4
2016 January,California,"Santa Barbara County, CA",[Total],4
2016 January,California,"Santa Clara County, CA",Casino/Card Club - Card Club,13
2016 January,California,"Santa Clara County, CA",[Total],13
2016 January,California,"Sonoma County, CA",Casino/Card Club - Tribal Authorized Casino,28
2016 January,California,"Sonoma County, CA",[Total],28
2016 January,California,"Tehama County, CA",Casino/Card Club - Tribal Authorized Casino,5
2016 January,California,"Tehama County, CA",[Total],5
2016 January,California,"Tulare County, CA",Casino/Card Club - Tribal Authorized Casino,4
2016 January,California,"Tulare County, CA",[Total],4
2016 January,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,6
2016 January,California,"Tuolumne County, CA",[Total],6
2016 January,California,"Ventura County, CA",Casino/Card Club - Card Club,1
2016 January,California,"Ventura County, CA",[Total],1
2016 January,California,"Yolo County, CA",Casino/Card Club - Tribal Authorized Casino,6
2016 January,California,"Yolo County, CA",[Total],6
2016 January,California,[Total],[Total],425
2016 January,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,83
2016 January,Colorado,"Gilpin County, CO",[Total],83
2016 January,Colorado,[Total],[Total],83
2016 January,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,988
2016 January,Nevada,"Clark County, NV",[Total],988
2016 January,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,33
2016 January,Nevada,"Douglas County, NV",[Total],33
2016 January,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,6
2016 January,Nevada,"Elko County, NV",[Total],6
2016 January,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,13
2016 January,Nevada,"Washoe County, NV",[Total],13
2016 January,Nevada,[Total],[Total],"1,040"
2016 January,New Mexico,"Bernalillo County, NM",Casino/Card Club - Tribal Authorized Casino,5
2016 January,New Mexico,"Bernalillo County, NM",[Total],5
2016 January,New Mexico,"Cibola County, NM",Casino/Card Club - Tribal Authorized Casino,1
2016 January,New Mexico,"Cibola County, NM",[Total],1
2016 January,New Mexico,"DoÃ±a Ana County, NM",Casino/Card Club - State Licensed Casino,1
2016 January,New Mexico,"DoÃ±a Ana County, NM",[Total],1
2016 January,New Mexico,"San Juan County, NM",Casino/Card Club - Tribal Authorized Casino,1
2016 January,New Mexico,"San Juan County, NM",[Total],1
2016 January,New Mexico,"Santa Fe County, NM",Casino/Card Club - Tribal Authorized Casino,2
2016 January,New Mexico,"Santa Fe County, NM",[Total],2
2016 January,New Mexico,[Total],[Total],10
2016 January,[Total],[Total],[Total],"1,573"
2016 February,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,5
2016 February,Arizona,"Maricopa County, AZ",[Total],5
2016 February,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,5
2016 February,Arizona,"Pinal County, AZ",[Total],5
2016 February,Arizona,"Yavapai County, AZ",Casino/Card Club - Tribal Authorized Casino,8
2016 February,Arizona,"Yavapai County, AZ",[Total],8
2016 February,Arizona,[Total],[Total],18
2016 February,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,1
2016 February,California,"Amador County, CA",[Total],1
2016 February,California,"Contra Costa County, CA",Casino/Card Club - Card Club,8
2016 February,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,34
2016 February,California,"Contra Costa County, CA",[Total],42
2016 February,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,2
2016 February,California,"El Dorado County, CA",[Total],2
2016 February,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,29
2016 February,California,"Humboldt County, CA",[Total],29
2016 February,California,"Imperial County, CA",Casino/Card Club - Tribal Authorized Casino,1
2016 February,California,"Imperial County, CA",[Total],1
2016 February,California,"Kern County, CA",Casino/Card Club - Card Club,1
2016 February,California,"Kern County, CA",[Total],1
2016 February,California,"Los Angeles County, CA",Casino/Card Club - Card Club,109
2016 February,California,"Los Angeles County, CA",[Total],109
2016 February,California,"Placer County, CA",Casino/Card Club - Tribal Authorized Casino,12
2016 February,California,"Placer County, CA",[Total],12
2016 February,California,"Riverside County, CA",Casino/Card Club - Tribal Authorized Casino,54
2016 February,California,"Riverside County, CA",[Total],54
2016 February,California,"Sacramento County, CA",Casino/Card Club - Card Club,2
2016 February,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,2
2016 February,California,"Sacramento County, CA",[Total],4
2016 February,California,"San Bernardino County, CA",Casino/Card Club - Tribal Authorized Casino,56
2016 February,California,"San Bernardino County, CA",[Total],56
2016 February,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,65
2016 February,California,"San Diego County, CA",Casino/Card Club - Tribal Authorized Casino,25
2016 February,California,"San Diego County, CA",[Total],90
2016 February,California,"San Joaquin County, CA",Casino/Card Club - Card Club,2
2016 February,California,"San Joaquin County, CA",[Total],2
2016 February,California,"San Mateo County, CA",Casino/Card Club - Card Club,17
2016 February,California,"San Mateo County, CA",[Total],17
2016 February,California,"Santa Barbara County, CA",Casino/Card Club - Tribal Authorized Casino,5
2016 February,California,"Santa Barbara County, CA",[Total],5
2016 February,California,"Santa Clara County, CA",Casino/Card Club - Card Club,9
2016 February,California,"Santa Clara County, CA",[Total],9
2016 February,California,"Sonoma County, CA",Casino/Card Club - Tribal Authorized Casino,17
2016 February,California,"Sonoma County, CA",[Total],17
2016 February,California,"Tehama County, CA",Casino/Card Club - Tribal Authorized Casino,5
2016 February,California,"Tehama County, CA",[Total],5
2016 February,California,"Tulare County, CA",Casino/Card Club - Tribal Authorized Casino,10
2016 February,California,"Tulare County, CA",[Total],10
2016 February,California,"Ventura County, CA",Casino/Card Club - Card Club,3
2016 February,California,"Ventura County, CA",[Total],3
2016 February,California,"Yolo County, CA",Casino/Card Club - Tribal Authorized Casino,4
2016 February,California,"Yolo County, CA",[Total],4
2016 February,California,[Total],[Total],473
2016 February,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,77
2016 February,Colorado,"Gilpin County, CO",[Total],77
2016 February,Colorado,[Total],[Total],77
2016 February,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,"1,112"
2016 February,Nevada,"Clark County, NV",[Total],"1,112"
2016 February,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,20
2016 February,Nevada,"Douglas County, NV",[Total],20
2016 February,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,6
2016 February,Nevada,"Elko County, NV",[Total],6
2016 February,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,26
2016 February,Nevada,"Washoe County, NV",[Total],26
2016 February,Nevada,[Total],[Total],"1,164"
2016 February,New Mexico,"Bernalillo County, NM",Casino/Card Club - Tribal Authorized Casino,8
2016 February,New Mexico,"Bernalillo County, NM",[Total],8
2016 February,New Mexico,"DoÃ±a Ana County, NM",Casino/Card Club - State Licensed Casino,3
2016 February,New Mexico,"DoÃ±a Ana County, NM",[Total],3
2016 February,New Mexico,"Rio Arriba County, NM",Casino/Card Club - Tribal Authorized Casino,1
2016 February,New Mexico,"Rio Arriba County, NM",[Total],1
2016 February,New Mexico,[Total],[Total],12
2016 February,[Total],[Total],[Total],"1,744"
2016 March,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,11
2016 March,Arizona,"Maricopa County, AZ",[Total],11
2016 March,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,3
2016 March,Arizona,"Pima County, AZ",[Total],3
2016 March,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,8
2016 March,Arizona,"Pinal County, AZ",[Total],8
2016 March,Arizona,"Yavapai County, AZ",Casino/Card Club - Tribal Authorized Casino,4
2016 March,Arizona,"Yavapai County, AZ",[Total],4
2016 March,Arizona,[Total],[Total],26
2016 March,California,"Alameda County, CA",Casino/Card Club - Card Club,1
2016 March,California,"Alameda County, CA",[Total],1
2016 March,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,4
2016 March,California,"Butte County, CA",[Total],4
2016 March,California,"Colusa County, CA",Casino/Card Club - Tribal Authorized Casino,1
2016 March,California,"Colusa County, CA",[Total],1
2016 March,California,"Contra Costa County, CA",Casino/Card Club - Card Club,4
2016 March,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,31
2016 March,California,"Contra Costa County, CA",[Total],35
2016 March,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,3
2016 March,California,"El Dorado County, CA",[Total],3
2016 March,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,18
2016 March,California,"Humboldt County, CA",[Total],18
2016 March,California,"Imperial County, CA",Casino/Card Club - Tribal Authorized Casino,1
2016 March,California,"Imperial County, CA",[Total],1
2016 March,California,"Kern County, CA",Casino/Card Club - Card Club,4
2016 March,California,"Kern County, CA",[Total],4
2016 March,California,"Kings County, CA",Casino/Card Club - Tribal Authorized Casino,5
2016 March,California,"Kings County, CA",[Total],5
2016 March,California,"Lake County, CA",Casino/Card Club - Tribal Authorized Casino,3
2016 March,California,"Lake County, CA",[Total],3
2016 March,California,"Los Angeles County, CA",Casino/Card Club - Card Club,182
2016 March,California,"Los Angeles County, CA",[Total],182
2016 March,California,"Madera County, CA",Casino/Card Club - Tribal Authorized Casino,23
2016 March,California,"Madera County, CA",[Total],23
2016 March,California,"Placer County, CA",Casino/Card Club - Tribal Authorized Casino,8
2016 March,California,"Placer County, CA",[Total],8
2016 March,California,"Riverside County, CA",Casino/Card Club - Tribal Authorized Casino,23
2016 March,California,"Riverside County, CA",[Total],23
2016 March,California,"Sacramento County, CA",Casino/Card Club - Card Club,1
2016 March,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,24
2016 March,California,"Sacramento County, CA",[Total],25
2016 March,California,"San Bernardino County, CA",Casino/Card Club - Tribal Authorized Casino,76
2016 March,California,"San Bernardino County, CA",[Total],76
2016 March,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,58
2016 March,California,"San Diego County, CA",Casino/Card Club - Tribal Authorized Casino,25
2016 March,California,"San Diego County, CA",[Total],83
2016 March,California,"San Mateo County, CA",Casino/Card Club - Card Club,20
2016 March,California,"San Mateo County, CA",[Total],20
2016 March,California,"Santa Barbara County, CA",Casino/Card Club - Tribal Authorized Casino,7
2016 March,California,"Santa Barbara County, CA",[Total],7
2016 March,California,"Santa Clara County, CA",Casino/Card Club - Card Club,13
2016 March,California,"Santa Clara County, CA",[Total],13
2016 March,California,"Sonoma County, CA",Casino/Card Club - Card Club,1
2016 March,California,"Sonoma County, CA",Casino/Card Club - Tribal Authorized Casino,19
2016 March,California,"Sonoma County, CA",[Total],20
2016 March,California,"Tehama County, CA",Casino/Card Club - Tribal Authorized Casino,5
2016 March,California,"Tehama County, CA",[Total],5
2016 March,California,"Tulare County, CA",Casino/Card Club - Tribal Authorized Casino,20
2016 March,California,"Tulare County, CA",[Total],20
2016 March,California,"Ventura County, CA",Casino/Card Club - Card Club,2
2016 March,California,"Ventura County, CA",[Total],2
2016 March,California,"Yolo County, CA",Casino/Card Club - Tribal Authorized Casino,8
2016 March,California,"Yolo County, CA",[Total],8
2016 March,California,[Total],[Total],590
2016 March,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,79
2016 March,Colorado,"Gilpin County, CO",[Total],79
2016 March,Colorado,[Total],[Total],79
2016 March,Nevada,"Carson City, NV",Casino/Card Club - State Licensed Casino,1
2016 March,Nevada,"Carson City, NV",[Total],1
2016 March,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,"1,054"
2016 March,Nevada,"Clark County, NV",[Total],"1,054"
2016 March,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,25
2016 March,Nevada,"Douglas County, NV",[Total],25
2016 March,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,11
2016 March,Nevada,"Elko County, NV",[Total],11
2016 March,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,22
2016 March,Nevada,"Washoe County, NV",[Total],22
2016 March,Nevada,[Total],[Total],"1,113"
2016 March,New Mexico,"Bernalillo County, NM",Casino/Card Club - Tribal Authorized Casino,28
2016 March,New Mexico,"Bernalillo County, NM",[Total],28
2016 March,New Mexico,"Cibola County, NM",Casino/Card Club - Tribal Authorized Casino,2
2016 March,New Mexico,"Cibola County, NM",[Total],2
2016 March,New Mexico,"DoÃ±a Ana County, NM",Casino/Card Club - State Licensed Casino,2
2016 March,New Mexico,"DoÃ±a Ana County, NM",[Total],2
2016 March,New Mexico,"San Juan County, NM",Casino/Card Club - Tribal Authorized Casino,1
2016 March,New Mexico,"San Juan County, NM",[Total],1
2016 March,New Mexico,"Sandoval County, NM",Casino/Card Club - Tribal Authorized Casino,1
